rate_type,item_code,description,specification,unit,material_rate_usd,labor_rate_usd,expense_rate_usd,total_rate_usd,source_price_candidates,source_pages,source_note,material_formula,labor_formula,expense_formula,total_formula,source_sheet,source_row,source_file,source_sha256
복합일위대가,44822B4F067B863B02B72E9E748F6,a mold for concrete,,M2,5.0,15.0,0.0,20.0,,,,=일위대가!F6,=일위대가!H6,=일위대가!J6,=E4+F4+G4,일위대가목록,4,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822B4F947183A3D2A5CC3AF9726,"PVC water stop, 300 mm wid",,M,1.5,0.25,0.0,1.75,,,,=일위대가!F10,=일위대가!H10,=일위대가!J10,=E5+F5+G5,일위대가목록,5,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482294B6B783411C23D19F244E22,"Concrete Curbs, 200mm thick",,M,7.94,9.51,0.22,17.669999999999998,,,,=일위대가!F16,=일위대가!H16,=일위대가!J16,=E6+F6+G6,일위대가목록,6,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482294B6B783411C23D2A6157EE3,"Concrete Curbs, 100mm thick",,M,6.94,6.51,0.22,13.67,,,,=일위대가!F22,=일위대가!H22,=일위대가!J22,=E7+F7+G7,일위대가목록,7,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482224D7C7851A6F27977E396BAC,Supply & Fixing of Limestone(thickness: 50mm) cladding with pattern including fixing accessories,,M2,20.0,10.0,5.0,35.0,,,,=일위대가!F26,=일위대가!H26,=일위대가!J26,=E8+F8+G8,일위대가목록,8,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482224D7C7851A6F27977E3968D8,Supply & Fixing of GRANITE(thickness: 30mm) cladding with pattern including fixing accessories,,M2,60.0,5.0,2.0,67.0,,,,=일위대가!F30,=일위대가!H30,=일위대가!J30,=E9+F9+G9,일위대가목록,9,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482224D7C7851A6F27977E3969FE,Supply & Fixing of Marble(thickness: 30mm) cladding with pattern including fixing accessories;,,M2,65.26,27.74,0.0,93.0,,,,=일위대가!F35,=일위대가!H35,=일위대가!J35,=E10+F10+G10,일위대가목록,10,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482224D7C7A0028821FB2B683454,GRANITE,"Floor, 30mm",M2,60.0,5.0,2.0,67.0,,,,=일위대가!F39,=일위대가!H39,=일위대가!J39,=E11+F11+G11,일위대가목록,11,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204849760A9E127F495A4C95F,"Supply & Fixing of LLimestone Capping 675*30mm, PLYWOOD 1PLY",,M,47.44,34.64,0.68,82.76,,,,=일위대가!F46,=일위대가!H46,=일위대가!J46,=E12+F12+G12,일위대가목록,12,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204849760A9E127F495A4C950,"Supply & Fixing of Mable Capping 340*60mm, Mortar 30mm",,M,31.69,10.61,0.09,42.39,,,,=일위대가!F51,=일위대가!H51,=일위대가!J51,=E13+F13+G13,일위대가목록,13,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048037FF7135292CF3DC6268,Material separator,"GRANITE, 100*30mm, Mortar 30mm",M,6.21,3.62,0.23,10.06,,,,=일위대가!F57,=일위대가!H57,=일위대가!J57,=E14+F14+G14,일위대가목록,14,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448224420B78C77B626AE4A7825D9,PRECAST UNIT PAVER(T:80+20),,M2,6.4,1.8,0.5,8.700000000000001,,,,=일위대가!F69,=일위대가!H69,=일위대가!J69,=E15+F15+G15,일위대가목록,15,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482224D47745562E22E70D7BC09A,THK3 TILE ADHESIVE,,M2,2.0,3.0,0.0,5.0,,,,=일위대가!F73,=일위대가!H73,=일위대가!J73,=E16+F16+G16,일위대가목록,16,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204864700D277296005B1854F,"Size, Thk 9mm Porcelain tiles",,M2,20.0,3.0,0.0,23.0,,,,=일위대가!F77,=일위대가!H77,=일위대가!J77,=E17+F17+G17,일위대가목록,17,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204864700D277296005B0E574,"Size, Thk 9mm Porcelain tiles (Non-Slip)",,M2,25.0,3.0,0.0,28.0,,,,=일위대가!F81,=일위대가!H81,=일위대가!J81,=E18+F18+G18,일위대가목록,18,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204864700D277296005B0ED4A,"Size, Thk 25mm Terrazzo tiles",,M2,9.0,3.0,0.0,12.0,,,,=일위대가!F85,=일위대가!H85,=일위대가!J85,=E19+F19+G19,일위대가목록,19,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204864700D277296005B0ECA3,"Size, ThK 7mm Ceramic tiles(Toilet & Shower, Staff)",,M2,20.0,3.0,0.0,23.0,,,,=일위대가!F89,=일위대가!H89,=일위대가!J89,=E20+F20+G20,일위대가목록,20,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204849760A9E127F495D0F384,"DRY WALL DW6(W75), 1-Sided Drywall System,(ON 50*45*0.8 DRY WALL D6(W100), General DrSTUD @450+52*40*0.8 R",(T12.5 General Gypsum Board) 2LAYER+Glass Wool Nature 24K 50mm,M2,44.0,10.0,0.19,54.19,,,,=일위대가!F94,=일위대가!H94,=일위대가!J94,=E21+F21+G21,일위대가목록,21,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204849760A9E127F4949DD94E,GLASS BACK,THK50 INSULATION+THK0.8 COLOR STEEL SHEET,M2,9.0,0.0,0.0,9.0,,,,=일위대가!F99,=일위대가!H99,=일위대가!J99,=E22+F22+G22,일위대가목록,22,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482204849760A9E127F4949C332C,Holding door,,M2,33.36,0.0,0.0,33.36,,,,=일위대가!F103,=일위대가!H103,=일위대가!J103,=E23+F23+G23,일위대가목록,23,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387C4468A2D648548B59A,"High density Insulation board on Wall,Thk 50mm",,M2,4.0,0.0,0.0,4.0,,,,=일위대가!F107,=일위대가!H107,=일위대가!J107,=E24+F24+G24,일위대가목록,24,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387C4468A2D648548B6A1,"High density Insulation board on Slab,Thk 50mm",,M2,4.0,0.0,0.0,4.0,,,,=일위대가!F111,=일위대가!H111,=일위대가!J111,=E25+F25+G25,일위대가목록,25,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387C4468A2D648548B748,"High density Insulation board on Slab,Thk 100mm",,M2,8.0,0.0,0.0,8.0,,,,=일위대가!F115,=일위대가!H115,=일위대가!J115,=E26+F26+G26,일위대가목록,26,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387C4468A2D648548B019,"High density Insulation board under Slab,Thk 50mm",,M2,4.0,0.0,0.0,4.0,,,,=일위대가!F119,=일위대가!H119,=일위대가!J119,=E27+F27+G27,일위대가목록,27,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387C4468A2D648548B13F,"High density Insulation board under Slab,Thk 100mm",,M2,8.0,0.0,0.0,8.0,,,,=일위대가!F123,=일위대가!H123,=일위대가!J123,=E28+F28+G28,일위대가목록,28,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387C4468A2D64854B09DA,"EXPANDED POLYSTYRENE,Thk 20mm",,M2,5.38,1.28,0.0,6.66,,,,=일위대가!F128,=일위대가!H128,=일위대가!J128,=E29+F29+G29,일위대가목록,29,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387E72678210683B19F6B,THK0.1 PE FILM 2Layers,,M2,1.0,0.0,0.0,1.0,,,,=일위대가!F132,=일위대가!H132,=일위대가!J132,=E30+F30+G30,일위대가목록,30,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048387E72678210683B2A4AF,0.1mm thick polyethylene sheet(2Layers) under blinding beds.,,M2,1.0,0.0,0.0,1.0,,,,=일위대가!F136,=일위대가!H136,=일위대가!J136,=E31+F31+G31,일위대가목록,31,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048BC7207B6A2FCD230E04C9,EXT. INSUL. FIN. SYS.,50mm,M2,54.46,0.0,0.0,54.46,,,,=일위대가!F141,=일위대가!H141,=일위대가!J141,=E32+F32+G32,일위대가목록,32,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048BC7207B6A2FCD230E079E,EXT. INSUL. FIN. SYS.,150mm,M2,62.46,0.0,0.0,62.46,,,,=일위대가!F147,=일위대가!H147,=일위대가!J147,=E33+F33+G33,일위대가목록,33,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048BC7207B6A2FCD230D7F25,FIRE STRIP,W=200,M,0.79,0.4,0.0,1.19,,,,=일위대가!F151,=일위대가!H151,=일위대가!J151,=E34+F34+G34,일위대가목록,34,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048A37E48FFE2C3E6452A42C,"Thick50 Glass Wool W/ Glass Cloth,Wall",Wall,M2,4.0,0.0,0.0,4.0,,,,=일위대가!F155,=일위대가!H155,=일위대가!J155,=E35+F35+G35,일위대가목록,35,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822048A37E48FFE2C3E6452A7E0,Thick50 Glass Wool W/ Glass Cloth,Ceiling,M2,4.0,0.0,0.0,4.0,,,,=일위대가!F159,=일위대가!H159,=일위대가!J159,=E36+F36+G36,일위대가목록,36,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448227450276D253F2E49D1ED6B64,Caulking,Antibacterial Caulking,M,0.21,0.3,0.0,0.51,,,,=일위대가!F163,=일위대가!H163,=일위대가!J163,=E37+F37+G37,일위대가목록,37,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482274502742434921703B609301,Caulking,"Size 10mm * 10mm, Around The door & window",M,0.21,0.3,0.0,0.51,,,,=일위대가!F167,=일위대가!H167,=일위대가!J167,=E38+F38+G38,일위대가목록,38,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482274502731FF3C29CCC201CB4B,"Expansion joint, On Roof @3000x3000",,M,0.0,0.38,0.0,0.38,,,,=일위대가!F171,=일위대가!H171,=일위대가!J171,=E39+F39+G39,일위대가목록,39,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448227451C7D1C0DC28CEFFB045AB,Waterproof Mortar,"Less Than 20mm, Trench",M2,1.4,0.0,0.0,1.4,,,,=일위대가!F175,=일위대가!H175,=일위대가!J175,=E40+F40+G40,일위대가목록,40,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D3828CFB51,LIQUID WATERPROOFING,FLOOR,M2,1.37,3.18,0.0,4.550000000000001,,,,=일위대가!F182,=일위대가!H182,=일위대가!J182,=E41+F41+G41,일위대가목록,41,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D3828CFA4A,LIQUID WATERPROOFING,WALL,M2,1.92,3.62,0.0,5.54,,,,=일위대가!F189,=일위대가!H189,=일위대가!J189,=E42+F42+G42,일위대가목록,42,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D381E61813,ELASTIC WATERPROOFING,FLOOR,M2,3.75,0.0,0.0,3.75,,,,=일위대가!F193,=일위대가!H193,=일위대가!J193,=E43+F43+G43,일위대가목록,43,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D381E6193A,ELASTIC WATERPROOFING,WALL,M2,3.75,0.0,0.0,3.75,,,,=일위대가!F197,=일위대가!H197,=일위대가!J197,=E44+F44+G44,일위대가목록,44,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D380DF265B,Multi-layer composite waterproofin,FLOOR,M2,2.0,0.0,0.0,2.0,,,,=일위대가!F201,=일위대가!H201,=일위대가!J201,=E45+F45+G45,일위대가목록,45,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D380DF2762,Multi-layer composite waterproofin,WALL,M2,5.75,0.0,0.0,5.75,,,,=일위대가!F206,=일위대가!H206,=일위대가!J206,=E46+F46+G46,일위대가목록,46,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D3870E361A,Corner Reinforcement Waterproofing,W:300,M,0.6,0.0,0.0,0.6,,,,=일위대가!F210,=일위대가!H210,=일위대가!J210,=E47+F47+G47,일위대가목록,47,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822745FA7C21D7222D3870FDCBC,Drain Reinforcement Waterproofing,,EA,0.21,0.0,0.0,0.21,,,,=일위대가!F214,=일위대가!H214,=일위대가!J214,=E48+F48+G48,일위대가목록,48,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448224421470A2F9A241EAE1B4AAA,"Roof Drain in roof area, Diameter 125mm",,ea,105.65,13.76,0.0,119.41000000000001,,,,=일위대가!F220,=일위대가!H220,=일위대가!J220,=E49+F49+G49,일위대가목록,49,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448224421470A2F9A241EAE1B4983,SST Downspout Diameter 125mm,,m,16.57,7.23,0.13,23.93,,,,=일위대가!F226,=일위대가!H226,=일위대가!J226,=E50+F50+G50,일위대가목록,50,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448224421470A2F9A241EAE1B48FC,"Floor Drain in Wet Areas, Diameter 100mm",,ea,35.0,0.0,0.0,35.0,,,,=일위대가!F230,=일위대가!H230,=일위대가!J230,=E51+F51+G51,일위대가목록,51,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
