rate_type,item_code,description,specification,unit,material_rate_usd,labor_rate_usd,expense_rate_usd,total_rate_usd,source_price_candidates,source_pages,source_note,material_formula,labor_formula,expense_formula,total_formula,source_sheet,source_row,source_file,source_sha256
복합일위대가,453125479B7D7FE4C224BA002B554,SD03/01. HOSPITAL/STL DOUBLE DOOR,1.500 x 2.200 = 3.300,EA,341.15,48.6,1.26,391.01,,,,=일위대가!F806,=일위대가!H806,=일위대가!J806,=E163+F163+G163,일위대가목록,163,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B288,SD04/01. HOSPITAL/STL DOUBLE DOOR,1.800 x 2.200 = 3.960,EA,409.38,48.6,1.26,459.24,,,,=일위대가!F811,=일위대가!H811,=일위대가!J811,=E164+F164+G164,일위대가목록,164,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B28A,SD05/01. HOSPITAL/STL SINGLE DOOR,1.100 x 2.100 = 2.310,EA,253.11,37.47,0.97,291.55000000000007,,,,=일위대가!F816,=일위대가!H816,=일위대가!J816,=E165+F165+G165,일위대가목록,165,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B28C,SSD01/01. HOSPITAL/60*150 ST,11.300 x 3.250 = 29.825,EA,3767.3,586.98,0.0,4354.280000000001,,,,=일위대가!F822,=일위대가!H822,=일위대가!J822,=E166+F166+G166,일위대가목록,166,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B28E,SSD01A/01. HOSPITAL/60*150 ST,5.980 x 2.700 = 9.246,EA,1283.82,198.38,0.0,1482.1999999999998,,,,=일위대가!F828,=일위대가!H828,=일위대가!J828,=E167+F167+G167,일위대가목록,167,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B280,SSD02/01. HOSPITAL/60*150 ST,8.050 x 2.700 = 21.735,EA,3074.34,479.85,0.0,3554.19,,,,=일위대가!F834,=일위대가!H834,=일위대가!J834,=E168+F168+G168,일위대가목록,168,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B391,SSD02A/01. HOSPITAL/60*150 ST,1.800 x 2.700 = 4.860,EA,418.81,62.86,0.0,481.67,,,,=일위대가!F840,=일위대가!H840,=일위대가!J840,=E169+F169+G169,일위대가목록,169,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B393,SSD03/01. HOSPITAL/60*150 ST,2.065 x 2.700 = 5.575,EA,747.81,114.51,0.0,862.3199999999999,,,,=일위대가!F846,=일위대가!H846,=일위대가!J846,=E170+F170+G170,일위대가목록,170,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B395,SSD03A/01. HOSPITAL/60*150 ST,5.010 x 2.700 = 13.527,EA,1613.88,250.53,0.0,1864.41,,,,=일위대가!F852,=일위대가!H852,=일위대가!J852,=E171+F171+G171,일위대가목록,171,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B397,SSD04/01. HOSPITAL/60*150 ST,1.800 x 2.700 = 4.860,EA,418.81,62.86,0.0,481.67,,,,=일위대가!F858,=일위대가!H858,=일위대가!J858,=E172+F172+G172,일위대가목록,172,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B399,SSD05/01. HOSPITAL/60*260 ST,1.000 x 2.200 = 2.200,EA,241.55,35.75,0.0,277.3,,,,=일위대가!F864,=일위대가!H864,=일위대가!J864,=E173+F173+G173,일위대가목록,173,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B0DD,SSD06/01. HOSPITAL/60*260 ST,0.900 x 2.200 = 1.980,EA,237.07,35.09,0.0,272.15999999999997,,,,=일위대가!F870,=일위대가!H870,=일위대가!J870,=E174+F174+G174,일위대가목록,174,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B0DF,SSD07/01. HOSPITAL/60*260 ST,2.240 x 2.200 = 4.928,EA,1323.78,226.07,101.83,1651.6799999999998,,,,=일위대가!F874,=일위대가!H874,=일위대가!J874,=E175+F175+G175,일위대가목록,175,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224A493677E2,SSW01/01. HOSPITAL/50*145 ST,3.840 x 1.350 = 5.184,EA,644.06,98.48,0.0,742.54,,,,=일위대가!F880,=일위대가!H880,=일위대가!J880,=E176+F176+G176,일위대가목록,176,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224A493677E0,SSW02/01. HOSPITAL/50*145 ST,2.100 x 1.350 = 2.835,EA,400.15,60.89,0.0,461.03999999999996,,,,=일위대가!F886,=일위대가!H886,=일위대가!J886,=E177+F177+G177,일위대가목록,177,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224A493677EE,SSW03/01. HOSPITAL/50*145 ST,2.100 x 0.400 = 0.840,EA,266.65,39.85,0.0,306.5,,,,=일위대가!F892,=일위대가!H892,=일위대가!J892,=E178+F178+G178,일위대가목록,178,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B0D9,WD01/01. HOSPITAL/WOOD SINGLE DOOR,1.000 x 2.200 = 2.200,EA,350.0,0.0,0.0,350.0,,,,=일위대가!F896,=일위대가!H896,=일위대가!J896,=E179+F179+G179,일위대가목록,179,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B0DB,WD02/01. HOSPITAL/WOOD SINGLE DOOR,0.900 x 2.200 = 1.980,EA,350.0,0.0,0.0,350.0,,,,=일위대가!F900,=일위대가!H900,=일위대가!J900,=E180+F180+G180,일위대가목록,180,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B0D5,WD03/01. HOSPITAL/WOOD SINGLE DOOR,0.750 x 2.200 = 1.650,EA,350.0,0.0,0.0,350.0,,,,=일위대가!F904,=일위대가!H904,=일위대가!J904,=E181+F181+G181,일위대가목록,181,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B1E3,WD04/01. HOSPITAL/WOOD DOUBLE DOOR,1.800 x 2.200 = 3.960,EA,430.0,0.0,0.0,430.0,,,,=일위대가!F908,=일위대가!H908,=일위대가!J908,=E182+F182+G182,일위대가목록,182,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,453125479B7D7FE4C224BA002B1E1,WD06/01. HOSPITAL/WOOD SINGLE DOOR,1.100 x 2.200 = 2.420,EA,350.0,0.0,0.0,350.0,,,,=일위대가!F912,=일위대가!H912,=일위대가!J912,=E183+F183+G183,일위대가목록,183,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448223432376421D520C7F991B009,BACKPAINTERD GLASS,,M2,60.53,25.49,0.11,86.13,,,,=일위대가!F925,=일위대가!H925,=일위대가!J925,=E184+F184+G184,일위대가목록,184,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448227450275CD2FB281D8393CD64,Caulking around Pain glazing,"5*5, silicone",M,0.32,0.0,0.0,0.32,,,,=일위대가!F929,=일위대가!H929,=일위대가!J929,=E185+F185+G185,일위대가목록,185,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448227450275C8AE02615B1D5192C,Structural Silicone,"5*16, silicone",M,1.66,0.0,0.0,1.66,,,,=일위대가!F933,=일위대가!H933,=일위대가!J933,=E186+F186+G186,일위대가목록,186,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448227450275C8AE02615B1D51A33,Norton Thermalbond,,M,1.39,0.0,0.0,1.39,,,,=일위대가!F937,=일위대가!H937,=일위대가!J937,=E187+F187+G187,일위대가목록,187,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448227450275C8AE02615B1D51BD9,Weather Caulking,,M,1.02,0.0,0.0,1.02,,,,=일위대가!F942,=일위대가!H942,=일위대가!J942,=E188+F188+G188,일위대가목록,188,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822343C377C36F323EA2A4272DE,Window glass installation / Pan glass,Glass thickness less than 5mm,M2,0.0,10.11,0.0,10.11,,,,=일위대가!F947,=일위대가!H947,=일위대가!J947,=E189+F189+G189,일위대가목록,189,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,44822343C377C36F323EA2A427137,Window glass installation / Pan glass,Glass thickness less than 12mm,M2,0.0,10.11,0.0,10.11,,,,=일위대가!F952,=일위대가!H952,=일위대가!J952,=E190+F190+G190,일위대가목록,190,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448223433D7911ED22A70309B9BA2,Window Glass Installation / Double Glazing,Glass thickness less than 24mm,M2,0.0,10.26,0.0,10.26,,,,=일위대가!F957,=일위대가!H957,=일위대가!J957,=E191+F191+G191,일위대가목록,191,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448223433D703D80122AB3ECE4AAB,Caulking around double glazing,"5*5, silicone",M,0.32,0.0,0.0,0.32,,,,=일위대가!F961,=일위대가!H961,=일위대가!J961,=E192+F192+G192,일위대가목록,192,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448223432376421D520C7F991B12F,Moisture-Proof Mirror,5mm,M2,39.44,18.78,0.11,58.33,,,,=일위대가!F973,=일위대가!H973,=일위대가!J973,=E193+F193+G193,일위대가목록,193,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E2245BBE3D5C8D,Painting on Concrete surfaces including Anti-bacterial Paint as per drawing and as specified.,,M2,3.0,0.0,0.0,3.0,,,,=일위대가!F977,=일위대가!H977,=일위대가!J977,=E194+F194+G194,일위대가목록,194,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E2245BBE3D5D93,Painting on Concrete Surface Treatment surfaces including Emulsion Paint as per drawing and as specified.,,M2,2.0,0.0,0.0,2.0,,,,=일위대가!F981,=일위대가!H981,=일위대가!J981,=E195+F195+G195,일위대가목록,195,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E22AE6206AEC6C,Painting on plastered surfaces including Epoxy paint as per drawing and as specified. (Plastering measured seperately),,M2,4.25,0.0,0.0,4.25,,,,=일위대가!F985,=일위대가!H985,=일위대가!J985,=E196+F196+G196,일위대가목록,196,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E22AE6206AE8F1,Painting on plastered surfaces including Anti-bacterial Paint as per drawing and as specified. (Plastering measured sepe,,M2,3.0,0.0,0.0,3.0,,,,=일위대가!F989,=일위대가!H989,=일위대가!J989,=E197+F197+G197,일위대가목록,197,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E22AE6206AEABE,Painting on Concrete Surface Treatment surfaces including Emulsion Paint as per drawing and as specified. (Plastering me,,M2,2.0,0.0,0.0,2.0,,,,=일위대가!F993,=일위대가!H993,=일위대가!J993,=E198+F198+G198,일위대가목록,198,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E22AE6206AE53D,Painting on gypsum board surfaces including Emulsion Paint as per drawing and as specified.,,M2,2.0,0.0,0.0,2.0,,,,=일위대가!F997,=일위대가!H997,=일위대가!J997,=E199+F199+G199,일위대가목록,199,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214ED37A290E22AE62069C542,Painting on gypsum board surfaces including Anti-bacterial Paint as per drawing and as specified.,,M2,3.0,0.0,0.0,3.0,,,,=일위대가!F1001,=일위대가!H1001,=일위대가!J1001,=E200+F200+G200,일위대가목록,200,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214E4D7E26CCE26EA35651C33,Steel Trowelled with Epoxy coating,Floor,M2,20.0,0.0,0.0,20.0,,,,=일위대가!F1005,=일위대가!H1005,=일위대가!J1005,=E201+F201+G201,일위대가목록,201,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214E4D7E26CCE26EA35647549,Steel Trowelled with Epoxy coating,CEILING,M2,4.25,0.0,0.0,4.25,,,,=일위대가!F1009,=일위대가!H1009,=일위대가!J1009,=E202+F202+G202,일위대가목록,202,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,4482214E4D7E26CCE26EA5352E73C,Steel Trowelled with Epoxy coating(Raised access flooring under),Floor,M2,4.25,0.0,0.0,4.25,,,,=일위대가!F1013,=일위대가!H1013,=일위대가!J1013,=E203+F203+G203,일위대가목록,203,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448220486474E5E5829F2A85CA533,Supplying and laying of 100mm (h) Acrylic Paint skirting.,,M2,5.0,0.0,0.0,5.0,,,,=일위대가!F1017,=일위대가!H1017,=일위대가!J1017,=E204+F204+G204,일위대가목록,204,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448220486474E5E5829F2A85CA6DA,Supplying and laying of 100mm (h) 15T Marble skirting.,,M2,4.24,3.12,0.03,7.390000000000001,,,,=일위대가!F1022,=일위대가!H1022,=일위대가!J1022,=E205+F205+G205,일위대가목록,205,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448225404275053C32FA817EC0E2A,INTERIOR FURNITURE (3840*950*1050),,EA,524.57,463.1,10.91,998.58,,,,=일위대가!F1032,=일위대가!H1032,=일위대가!J1032,=E206+F206+G206,일위대가목록,206,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448225404275053C32FA817EC0F31,INTERIOR FURNITURE (2400*950*1050),,EA,341.56,305.3,7.19,654.0500000000001,,,,=일위대가!F1042,=일위대가!H1042,=일위대가!J1042,=E207+F207+G207,일위대가목록,207,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448225404275053C32FA817EC0C7D,INTERIOR FURNITURE (6400*1600*1050),,EA,938.97,877.52,20.37,1836.86,,,,=일위대가!F1051,=일위대가!H1051,=일위대가!J1051,=E208+F208+G208,일위대가목록,208,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
복합일위대가,448225404275053C32FA817EC0D04,INTERIOR FURNITURE (4700*800*1050),,EA,699.2,655.62,15.21,1370.0300000000002,,,,=일위대가!F1060,=일위대가!H1060,=일위대가!J1060,=E209+F209+G209,일위대가목록,209,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
