bid_no,project_no,country_ko,project_name,source_file,extension,bytes,indexed,text_chunks,evidence_count,candidate_types,exclusion_reason
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/2 УПК(Practice and Education Building)/Титул  ТОМ III.doc,.doc,31232,True,18,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-1 КЖ(Structure)/13023_vfor.xls,.xls,71168,True,225,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-1 КЖ(Structure)/13023_vrmu.xls,.xls,71168,True,156,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-1 КЖ(Structure)/bv13020.xls,.xls,286208,True,1569,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-2 АР(Architecture)/13093_vfor.xls,.xls,60928,True,119,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-2 АР(Architecture)/13093_vrmu.xls,.xls,71168,True,169,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-2 АР(Architecture)/bv13090.xls,.xls,209920,True,1002,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-3 ОВ(Heating & Ventilation)/13103_vfor.xls,.xls,51712,True,58,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-3 ОВ(Heating & Ventilation)/13103_vrmu.xls,.xls,61440,True,114,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-3 ОВ(Heating & Ventilation)/bv13100.xls,.xls,118784,True,419,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-4 ВК(Water & Sewer & Fireplug)/13113_vfor.xls,.xls,62464,True,139,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-4 ВК(Water & Sewer & Fireplug)/13113_vrmu.xls,.xls,78336,True,192,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-4 ВК(Water & Sewer & Fireplug)/bv13110.xls,.xls,162816,True,687,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-5 ЭО(Electric)/13393_vfor.xls,.xls,74752,True,105,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-5 ЭО(Electric)/13393_vrmu.xls,.xls,78336,True,154,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-5 ЭО(Electric)/bv13390.xls,.xls,160768,True,617,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-6 ПС(Fire Alarm)/13293_vfor.xls,.xls,47616,True,54,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-6 ПС(Fire Alarm)/13293_vrmu.xls,.xls,52736,True,91,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-6 ПС(Fire Alarm)/bv13290.xls,.xls,86016,True,249,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)","L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-7 ВН, СКС(CCTV & Network)/13303_vfor.xls",.xls,48640,True,55,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)","L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-7 ВН, СКС(CCTV & Network)/13303_vrmu.xls",.xls,55808,True,110,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)","L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-7 ВН, СКС(CCTV & Network)/bv13300.xls",.xls,91136,True,258,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-8 ТМ(Boiler & Solar heating)/13443_vfor.xls,.xls,70144,True,126,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-8 ТМ(Boiler & Solar heating)/13443_vrmu.xls,.xls,86528,True,201,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-8 ТМ(Boiler & Solar heating)/bv13440.xls,.xls,176128,True,725,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-9 ГСВ(Gas)/13453_vfor.xls,.xls,44544,True,35,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-9 ГСВ(Gas)/13453_vrmu.xls,.xls,54272,True,98,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/3-9 ГСВ(Gas)/bv13450.xls,.xls,101888,True,316,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/3 ОБЩЕЖИТИЕ(Dormitory)/СВОДКА ОБЩЕЖИТИЕ o.xls,.xls,41984,True,21,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-1 КЖ(Structure)/13003_vfor.xls,.xls,50688,True,78,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-1 КЖ(Structure)/13003_vrmu.xls,.xls,62464,True,127,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-1 КЖ(Structure)/bv13000.xls,.xls,156672,True,673,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-2 АР(Architecture)/13173_vfor.xls,.xls,46080,True,40,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-2 АР(Architecture)/13173_vrmu.xls,.xls,57344,True,121,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-2 АР(Architecture)/bv13170.xls,.xls,115200,True,396,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-3 ОВ(Heating & Ventilation)/13573_vfor.xls,.xls,51200,True,75,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-3 ОВ(Heating & Ventilation)/13573_vrmu.xls,.xls,60928,True,128,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-3 ОВ(Heating & Ventilation)/bv13570.xls,.xls,122368,True,471,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-4 ВК(Water & Sewer & Fireplug)/13143_vfor.xls,.xls,44544,True,47,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-4 ВК(Water & Sewer & Fireplug)/13143_vrmu.xls,.xls,58880,True,119,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-4 ВК(Water & Sewer & Fireplug)/bv13140.xls,.xls,101376,True,321,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-5 ЭО(Electric)/13383_vfor.xls,.xls,52736,True,57,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-5 ЭО(Electric)/13383_vrmu.xls,.xls,60416,True,112,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-5 ЭО(Electric)/bv13380.xls,.xls,105984,True,339,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-6 ПС(Fire Alarm)/13313_vfor.xls,.xls,40960,True,32,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-6 ПС(Fire Alarm)/13313_vrmu.xls,.xls,46080,True,75,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-6 ПС(Fire Alarm)/bv13310.xls,.xls,69120,True,147,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)","L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-7 ВН, СКС(CCTV & Network)/13323_vfor.xls",.xls,47616,True,59,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)","L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-7 ВН, СКС(CCTV & Network)/13323_vrmu.xls",.xls,56832,True,114,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)","L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-7 ВН, СКС(CCTV & Network)/bv13320.xls",.xls,87040,True,268,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-8 ГСВ(Gas)/13473_vfor.xls,.xls,43008,True,30,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-8 ГСВ(Gas)/13473_vrmu.xls,.xls,51712,True,85,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-8 ГСВ(Gas)/bv13470.xls,.xls,86528,True,236,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-9 ТХ/13743_vfor.xls,.xls,33280,True,23,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-9 ТХ/13743_vrmu.xls,.xls,44032,True,56,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/4-9 ТХ/bv13740.xls,.xls,45056,True,72,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/СВОДКА БУФЕТ o.xls,.xls,41984,True,21,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/4 БУФЕТ(Cafeteria)/Титул  ТОМ V.doc,.doc,31232,True,18,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/5 МИНИКУХНЯ(Mini Cafe)/5-1 КЖ(Structure)/13043_vfor.xls,.xls,48128,True,95,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/5 МИНИКУХНЯ(Mini Cafe)/5-1 КЖ(Structure)/13043_vrmu.xls,.xls,64000,True,157,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/5 МИНИКУХНЯ(Mini Cafe)/5-1 КЖ(Structure)/bv13040.xls,.xls,174592,True,805,0,BOQ | 가격·견적,
L2023-00036-1,2020-00086,우즈베키스탄,"우즈베키스탄 우르겐치 직업훈련원 건립 및 직업훈련 제도역량 공고화 지원 사업('20-'24/1,400만불)",L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/5 МИНИКУХНЯ(Mini Cafe)/5-2 АР(Architecture)/13193_vfor.xls,.xls,40960,True,50,0,BOQ | 가격·견적,
