source_record_id,source_row_number,public_data_id,source_page_url,project_no_source,project_no_linked,project_link_method,project_link_score,existing_db_project_match,existing_db_project_bid_nos,bid_no_source,bid_base_no_source,department,country_ko,is_uganda,procurement_title,sector,procurement_category,scope,ceiling_krw,amount_boundary,contract_method,selection_method,planned_issue_date,construction_related,construction_reason,construction_keywords,area_values_m2,gross_floor_area_m2,gfa_extraction_method,raw_ceiling_per_gfa_krw,unit_cost_potential
15085055:1,1,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2025-00099,existing_db_title_containment,0.990,1,L2025-00108-1,,,알제리사무소,알제리,0,알제리 경찰청 과학수사역량강화사업 과학실험실 실시설계 감리 용역,행정제도,용역,경찰청 과학수사국 건물 내 실험실 리노베이션 실시설계 면적 약 900m2,35000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-12,1,강한건축어;시설어+설계감리어,리노베이션;건물;시설;실험실;감리;설계;실시설계,900,900,single_unlabelled_area,,0
15085055:2,2,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.679,0,,,,필리핀사무소,필리핀,0,필리핀 기마라스주 수산양식역량강화 사업 차량 구매,농촌개발,물품,"차량 2대(SUV 1대, Van 1대)",99999999,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:3,3,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2023-00008,official_report_title_containment,0.990,1,L2025-00056-1,,,캄보디아사무소,캄보디아,0,캄보디아 ICT 분야 직업기술훈련 역량강화 및 교육훈련 환경구축 사업('23·'27/800만불),교육,물품,"캄보디아 직업훈련기관(TVET기관) ICT Lab에서 사용할 IT 기자재 29종 5,023품목 공급 및 설치· 지정된 납품 장소까지 기자재 운송· 지정된 납품 장소에 기자재 설치· 기자재 매뉴얼(영문 및 크메르어) 제공· 사용자 대상 운용교육 실시· 2년간 하자보수",3182872864,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:4,4,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2023-00008,official_report_title_containment,0.990,1,L2025-00056-1,,,캄보디아사무소,캄보디아,0,캄보디아 ICT 분야 직업기술훈련 역량강화 및 교육훈련 환경구축 사업('23·'27/800만불),교육,물품,"캄보디아 직업훈련기관(TVET기관) ICT Lab에서 사용할 사무 기자재 10종 2,280품목 공급 및 설치· 지정된 납품 장소까지 기자재 운송· 지정된 납품 장소에 기자재 설치· 기자재 매뉴얼(영문 및 크메르어) 제공· 사용자 대상 운용교육 실시· 2년간 하자보수",456774861,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:5,5,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2021-00156,existing_db_title_containment,0.990,1,L2024-00052-1;L2025-00079-1,,,인도네시아사무소,인도네시아,0,"인도네시아 보고르대학교 농업생명과학연구센터 역량강화 사업('21·'28/1,100만불)",교육,용역,MOOC 시스템 개발 및 관련 기자재 설치,1195080000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-12,0,,대학;센터;연구센터;학교,,,,,0
15085055:6,6,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2019-03655,existing_db_title_fuzzy,0.904,1,L2025-00099-1,,,키르기스스탄사무소,키르기스스탄,0,키르기스스탄 추이 주 교내 위생환경 개선사업 리모델링 시공업체 선정 현지입찰,보건의료,공사,"시공범위 : 추이 주 가브릴로브카 종합학교, 보옌노·안토노브카 종합학교 리모델링 1.화장실, 보건실, 샤워실, 교내 식당 리모델링, 난방, 환풍 및 공기조화(HVAC), 전반적인 전선 배치 포함한 시공 과정에서 필수로 수반되는 인프라 시공 2. 착공부터 준공까지의 과정에서 필요한 인허가 및 민사 소송 관련 업무 포함  3. 준공도면 및운영·유지관리 매뉴얼 작성  계약기간 : 계약체결일로부터 120일 (계약체결일로부터 14일 이내 착공)",276333603,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,1,입찰구분=공사+시설어;강한건축어;시설어+공사어,리모델링;시공;학교,,,,,0
15085055:7,7,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.235,0,,,,긴급대응팀,우크라이나,0,2025년도 우크라이나 인도적 현물지원(C·arm X·ray) 제조업체 선정,재난구호,물품,"C·arm X·ray (25 set) 공급, 현지 설치/교육, 사후관리",2799000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:8,8,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.311,0,,,,긴급대응팀,우크라이나,0,2025년 對우크라이나 인도적 현물지원 기자재(픽업트럭) 제조,기타,물품,2025년 對우크라이나 인도적 현물지원 기자재(픽업트럭) 제조 / 400대,12769901200,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:9,9,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.250,0,,,,긴급대응팀,우크라이나,0,2025년도 우크라이나 인도적 현물지원(궤도형도저) 제조업체 선정,재난구호,물품,궤도불도더(20ea) 공급 및 사후관리,5535000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:10,10,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.281,0,,,,긴급대응팀,우크라이나,0,2025년도 우크라이나 인도적 현물지원(궤도형 굴착기) 공급업체 선정,재난구호,물품,"ㅇ 건설중장비(궤도형 굴착기 25대) 납품ㅇ 현지 교육 및 시범운영, 사후유지관리 등",6860000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:11,11,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.254,0,,,,긴급대응팀,우크라이나,0,2025년도 우크라이나 인도적 현물지원(차륜형 로더) 공급업체 선정,재난구호,물품,"ㅇ 건설중장비(차륜형 로더 20대) 납품ㅇ 현지 교육 및 시범운영, 사후유지관리 등",6840000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-11,0,,,,,,,0
15085055:12,12,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2013-00029,official_report_title_containment,0.990,0,,,,아프리카1팀,모잠비크,0,모잠비크 마톨라 산업학교 역량강화 사업 사후지원 컴퓨터 부품 구매,교육,물품,컴퓨터 부품 일체 구매,4950000,발주계획 입찰한도액; 계획 변경 가능,승낙사항,최저가,2025-10,0,,학교,,,,,0
15085055:13,13,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.400,0,,,,에티오피아사무소,에티오피아,0,"에티오피아 낙농가치사슬 및 이해관계자 역량강화를 통한 유제품 품질개선사업(23·28/1,000만불)  유두 소독제 공급",농촌개발,물품,"ㅇ 계약 체결을 위한 낙찰자 서류검토 및 계약 준비ㅇ 기자재 납품계획 수립 및 KOICA 지정 물류업체에 전달ㅇ 납품 기자재 최종 세부사양, 검수신청내역 등ㅇ 기타 기자재 지원 관련 행정업무ㅇ 사후관리방안 수립 및 고장 발생 시 대책 제시 등 · 기자재 공급업체/주에티오피아 대사관 및 수원기관 간 공식 연락망 구축ㅇ 전략물자 확인 및 신고(허가) 관련 서류, 통관 서류 일체",46690875,발주계획 입찰한도액; 계획 변경 가능,제한경쟁,적격심사,2025-11,0,,,,,,,0
15085055:14,14,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.593,0,,,,유라시아팀,키르기스스탄,0,"키르기스스탄 대기질 개선사업('25·'28/1,000만불)",환경및기타,용역,"키르기스스탄 대기질 개선사업('25·'28/1,000만불) PMC 용역",3688947391,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-11,0,,,,,,,0
15085055:15,15,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2025-00178,official_report_title_fuzzy,0.881,0,,,,콜롬비아사무소,콜롬비아,0,콜롬비아 반부패 포털(PACO) 고도화를 통한 투명성 강화 사업 PMC 용역,행정제도,용역,"1) 반부패포털 (PACO II) 중장기 로드맵 및 BPR/ISP 수립 2) 반부패포털 (PACO II) 시스템 구축 지원 3) 공무원 대상 반부패 인식 및 행정서비스 역량강화 활동4) 대국민 대상 반부패 인식 제고 활동 지원 5) 사업관리(사업 모니터링, 성과관리, 홍보 등)",3640493994,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-11,0,,,,,,,0
15085055:16,16,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2022-00003,official_report_title_containment,0.990,1,L2025-00080-1;L2025-00106-1;L2025-00107-1,,,세네갈사무소,세네갈,0,세네갈 국가공중보건 실험실 역량강화사업(22·26/600만불) 실험실 리모델링 시공 감리 용역,보건의료,용역,ㅇ 리모델링 시공 용역 감리,27462000,발주계획 입찰한도액; 계획 변경 가능,수의계약,,2025-10,1,강한건축어;시설어+공사어;시설어+설계감리어,리모델링;시공;실험실;감리,,,,,0
15085055:17,17,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2022-00003,official_report_title_containment,0.990,1,L2025-00080-1;L2025-00106-1;L2025-00107-1,,,세네갈사무소,세네갈,0,세네갈 국가공중보건 실험실 역량강화사업(22·26/600만불) 실험실 기자재 공급 및 설치,보건의료,물품,"ㅇ기자재 (104종 425점) 납품, 설치, 교육, 사후관리",1395379328,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-10,0,,실험실,,,,,0
15085055:18,18,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2020-00048,official_report_title_containment,0.990,1,L2024-00062-1;L2024-00062-2;L2024-00062-3;L2025-00021-1,,,세네갈사무소,세네갈,0,"세네갈 미곡가치사슬 강화 2차 사업('20·'26/1,100만불)",농촌개발,물품,ㅇ농업용 기자재 4종 8대 납품  · 트랙터 3대  · 콤바인 1대  · 오프셋 3대  · 트럭 1대,454791420,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,0,,,,,,,0
15085055:19,19,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2022-00084,existing_db_title_containment,0.990,1,L2025-00090-1;L2025-00090-2,,,인도네시아사무소,인도네시아,0,"인도네시아 재난대응 공공의료 훈련 역량강화사업('22·'28/1,200만불)",보건의료,용역,"연면적 2,400.m2 규모 지상2층 교육훈련센터 설계",200100000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술평가),2025-10,1,시설어+설계감리어,센터;설계,,,,,0
15085055:20,20,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2021-00161,official_report_title_containment,0.990,0,,,,알제리사무소,알제리,0,알제리 전자무역을 위한 싱글윈도우 구축 사업('21·'25/750만불),행정제도,물품,관세청에 복합기 102대 공급,67500000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,최저가,2025-09,0,,,,,,,0
15085055:21,21,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.382,0,,,,에티오피아사무소,에티오피아,0,"에티오피아 낙농가치사슬 및 이해관계자 역량강화를 통한 유제품 품질 개선사업(23·28/1,000만불) 사료배합기 제조 및 설치",농촌개발,물품,"ㅇ 계약 체결을 위한 낙찰자 서류검토 및 계약 준비ㅇ 기자재 납품계획 수립 및 KOICA 지정 물류업체에 전달ㅇ 납품 기자재 최종 세부사양, 검수신청내역 등ㅇ 기타 기자재 지원 관련 행정업무ㅇ 전략물자 확인 및 신고(허가) 관련 서류, 통관 서류 일체ㅇ 전문가 파견에 따른 기자재 설치 / 검수/ 교육  : 기자재 설치 및 현지 사용자 교육 실시  : 현지 설치 대상지에서 작동여부 검수  ㅇ 사후관리방안 수립 및 현지 유지보수방안 제시 등 : 기자재 공급업체 / 현지유지관리자 / KOICA 에티오피아 사무소 간 공식 연락망 구축",189576164,발주계획 입찰한도액; 계획 변경 가능,제한경쟁,적격심사,2025-10,0,,,,,,,0
15085055:22,22,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.226,0,,,,연수사업1팀,다국가,0,KOICA 사회적경제 석사학위연수(2026·2030) 용역,기타,용역,"학위연수(석사 75명(25명x3차수)) 모집선발 및 사업운영, 연수생 관리 등· 석사: 계약 5년간 17개월 석사과정 총 3차수 운영",4380325677,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:23,23,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.222,0,,,,연수사업1팀,다국가,0,KOICA 디지털 헬스 석사학위연수(2026·2030) 용역,보건의료,용역,"학위연수(석사 75명(25명x3차수)) 모집선발 및 사업운영, 연수생 관리 등· 석사: 계약 5년간 17개월 석사과정 총 3차수 운영",4380325677,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:24,24,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.230,0,,,,연수사업1팀,다국가,0,KOICA 글로벌 수산발전 석사 및 박사학위연수(2026·2030) 용역,농촌개발,용역,"학위연수(석사 75명(25명x3차수), 박사 3명) 모집선발 및 사업운영, 연수생 관리 등· 석사: 계약 5년간 17개월 석사과정 총 3차수 운영· 박사: 계약 5년간 36개월 박사과정 총 1차수 운영",4753728333,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:25,25,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.317,0,,,,연수사업1팀,다국가,0,KOICA 고부가가치 농업 역량강화 석사 및 박사학위연수(2026·2030) 용역,농촌개발,용역,"학위연수(석사 75명(25명x3차수), 박사 3명) 모집선발 및 사업운영, 연수생 관리 등· 석사: 계약 5년간 17개월 석사과정 총 3차수 운영· 박사: 계약 5년간 36개월 박사과정 총 1차수 운영",4753728333,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:26,26,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.237,0,,,,연수사업1팀,다국가,0,KOICA 감염병대응 석사 및 박사학위연수(2026·2030) 용역,보건의료,용역,"학위연수(석사 75명(25명x3차수), 박사 3명) 모집선발 및 사업운영, 연수생 관리 등· 석사: 계약 5년간 17개월 석사과정 총 3차수 운영· 박사: 계약 5년간 36개월 박사과정 총 1차수 운영",4753728333,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:27,27,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.203,0,,,,연수사업1팀,다국가,0,KOICA AI 디지털혁신 석사 및 박사학위연수(2026·2030) 용역,정보통신,용역,"학위연수(석사 75명(25명x3차수), 박사 3명) 모집선발 및 사업운영, 연수생 관리 등· 석사: 계약 5년간 17개월 석사과정 총 3차수 운영· 박사: 계약 5년간 36개월 박사과정 총 1차수 운영",4753728333,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:28,28,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.368,0,,,,라오스사무소,라오스,0,라오스 버리캄싸이주 상수도 확충 및 개선사업(2025·2029/600만불) PMC 용역,기타,용역,"ㅇ 사업수행 관리 총괄ㅇ 평가 및 조사, 설계, 시공업체 선정 입찰 지원ㅇ 평가 및 조사, 설계, 시공업무 관리 및 감리ㅇ 역량강화   · ­ 사업관계자 초청연수 및 상수도 운영 현지 실무교육   ·­  마을 물과 위생(WASH) 아웃리치 교육 및 정기 보건회의, 교육홍보 자료 제작 및 배포   · ­ 상수도 및 지하수 사용 안전성 평가 ㅇ 사업 모니터링 및 산출물 품질관리 ㅇ 사업 성과 관리",2259442260,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,시공;감리;설계,,,,,0
15085055:29,29,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.324,0,,,,우간다사무소,우간다,1,우간다 국별협력사업 2건 사업수행용 차량 공급,농촌개발,물품,· 픽업트럭 2대· 밴 1대,167756940,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,0,,,,,,,0
15085055:30,30,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.250,0,,,,아프리카2팀,리비아,0,2025년 소규모 무상원조(리비아) 직업훈련소 교육,교육,물품,기자재 조달 및 납품,186300000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-12,0,,,,,,,0
15085055:31,31,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2022-00064,existing_db_title_containment,0.990,1,L2024-00072-1;L2025-00084-1,,,우간다사무소,우간다,1,"우간다 마케레레대학교 ICT 교육환경 조성사업('23·'28/1,220만불)",교육,공사,"· 토공사, 건축공사, 구조공사, 전기공사, 기계공사, 부대토목공사 등",6113400000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,1,입찰구분=공사+시설어;강한건축어;시설어+공사어,건축공사;공사;구조공사;기계공사;전기공사;토목공사;대학;학교,,,,,0
15085055:32,32,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2024-00115,official_report_title_containment,0.990,0,,,,키르기스스탄사무소,키르기스스탄,0,"키르기스스탄 그린모빌리티 실현을 위한 공공기관 전기차 전환사업 (24·27/1,100만불) 2025년 전기차 공급",환경및기타,물품,전기 스포츠 유틸리티 차량 1종 10대 납품 및 관련 소모품 지원,874575000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,0,,,,,,,0
15085055:33,33,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2023-00084,official_report_title_containment,0.990,0,,,,카메룬사무소,카메룬,0,"카메룬 응급의료체계 구축 사업('23·'28/1,400만불)",보건의료,물품,"ㅇ 의료기자재 9종 30점 구매 · fixed/portable X·ray, autoclave, washer·disinfector, defibrillator, etc",1081767400,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,0,,,,,,,0
15085055:34,34,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2021-00161,official_report_title_containment,0.990,0,,,,알제리사무소,알제리,0,알제리 전자무역을 위한 싱글윈도우 구축 사업('21·'25/750만불),행정제도,물품,관세청에 조립 데스크탑 및 모니터 204대 공급,134407115,발주계획 입찰한도액; 계획 변경 가능,수의계약,,2025-09,0,,,,,,,0
15085055:35,35,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.724,0,,,,우간다사무소,우간다,1,우간다 산업수요기반 직업기술훈련 역량강화사업 4차 단기교육과정 실습재료 구매,교육,물품,"우간다 산업수요기반 직업기술훈련 역량강화사업 4차 단기교육과정 실습재료 1. 전기, 자동차2. 용접, 배관3. 패션",498150000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,0,,,,,,,0
15085055:36,36,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.267,0,,,,콩고민주공화국사무소,콩고민주공화국,0,"DR콩고 쾅고 주 지속가능개발을 위한 에너지 접근성 강화사업(USAID,UNDP)('25·'28/1,000만불)",산업에너지,용역,"ㅇ 태양광시스템 운영관리     · 태양광시스템 운영관리 체계 구축     · 태양광시스템 운영 기관 선발 지원(현지입찰 지원)     · 태양광시스템 운영관리 수행ㅇ 신재생에너지 제도 개선     · DR콩고 신재생에너지 제도 현황조사     · 탄소중립 전력공급 탈중앙화 제도 개선 초청연수     · 제도 개선 이행점검 워크숍(연차별) ㅇ 신재생에너지 민관지원 프로그램      · 신재생에너지 민관지원 프로그램 개발     · 정부기관 신재생에너지 전문가 양성     · 신재생에너지 민관지원 프로그램 운영ㅇ 태양광시스템 기술 자문     · 태양광시스템 기술 부문 자문 및 검토 ㅇ 사업관리(성과, 모니터링, 홍보)     · PSC/PIU 참석 및 주요 안건 제기, 정기회의 운영지원     · 사업 전반 산출물 품질 점검, 사업인력/예산/위기/품질관리     · 기초선/중간선/종료선 조사, 사업 성과지표 관리     · 사업수행기구(UNDP) 과업 점검 및 기술 자문",3513060386,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-11,0,,,,,,,0
15085055:37,37,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.215,0,,,,시민사회협력사업팀,르완다;베트남;우간다,1,"2025년 시민사회협력프로그램 종료평가 대상사업 (농림수산, 다분야, 교육) 종료평가 용역",교육,용역,2025년 시민사회협력프로그램 종료평가,239010739,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:38,38,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.214,0,,,,시민사회협력사업팀,말라위;세네갈;캄보디아;우간다,1,2025년 시민사회협력프로그램 종료평가 대상사업 (보건) 종료평가 용역,보건의료,용역,2025년 시민사회협력프로그램 종료평가 대상사업 종료평가 용역,298300000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:39,39,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.215,0,,,,조달1팀,무상협력대상 44개국,0,2025·2026 KOICA 전담물류용역 업체 선정,기타,용역,코이카 ODA 프로젝트 사업 추진을 위한 물자 포장․보관 .(국내)통관 ․ 운송 일체 및 긴급구호물품 보관 저장 창고 제공,20000000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
15085055:40,40,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2021-00156,existing_db_title_containment,0.990,1,L2024-00052-1;L2025-00079-1,,,인도네시아사무소,인도네시아,0,"인도네시아 보고르대학교 농업생명과학연구센터 역량강화 사업(21·28/1,100만불)",교육,공사,"· 용도 : 연구시설· 연면적 : 2,281.2m2· 규모 : 지상3층 본건물 1개동, 지상1층 부속동 2개동 · 공사내용 :   1) 구조물, 건축,인테리어, 전기, 설비, 소방, 통신, 조경공사  2) 상수도, 하수도, 전기, 전화, 인터넷 연결공사 등 부대공사  3) 정화조 등 기타 설계 도서에 포함된 공사 일체  4) 공사 중 Shop Drawing 및 준공 후 As·Built Drawing",3135564900,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-09,1,입찰구분=공사+시설어;시설어+공사어;시설어+설계감리어,공사;건물;대학;센터;시설;연구센터;학교;설계,2281.2,2281.2,explicit_gross_floor_area,1374524,1
15085055:41,41,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.513,0,,,,인도네시아사무소,인도네시아,0,인도네시아 보건인력 관리 체계 개선사업(24·28/300만불),보건의료,용역,ㅇ 보건의료인력 관리 정책 입안자 및 실무자 역량강화ㅇ 보건의료인력 관리 종합계획 및 중장기 수급추계 보고서 수립ㅇ 보건의료인 임상실기시험 운영 인프라 개선,2369671886,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-09,0,,,,,,,0
15085055:42,42,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.407,0,,,,타지키스탄사무소,타지키스탄,0,"타지키스탄 농업용수 관개 관리 현대화 지원 사업(25·29/1,050만불) 수로 준설 기자재 현지 입찰",농촌개발,물품,"ㅇ 궤도형 포크레인 1대, 차륜형 포크레인 1대, 프론트 로더 1대, 덤프트럭 1대, 트랙터 트럭·트레일러 1대",690000000,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-08,0,,,,,,,0
15085055:43,43,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.192,0,,,,긴급대응팀,미정,0,2025년 현물지원 비축물자(워터백) 공급,재난구호,물품,현물지원 비축물자(워터백) 공급,100000000,발주계획 입찰한도액; 계획 변경 가능,제한경쟁,적격심사,2025-09,0,,,,,,,0
15085055:44,44,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.158,0,,,,긴급대응팀,미정,0,2025년 현물지원 비축물자(중보온담요) 제조,재난구호,물품,현물지원 비축물자(중보온담요) 공급,170000000,발주계획 입찰한도액; 계획 변경 가능,제한경쟁,적격심사,2025-09,0,,,,,,,0
15085055:45,45,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.159,0,,,,긴급대응팀,미정,0,2025년 현물지원 비축물자(비상보온담요) 공급,재난구호,물품,현물지원 비축물자(비상보온담요) 공급 및 사후관리,30000000,발주계획 입찰한도액; 계획 변경 가능,승낙사항,최저가,2025-09,0,,,,,,,0
15085055:46,46,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.133,0,,,,긴급대응팀,대한민국,0,2025년 KDRT 구조팀 구조장비 구매,재난구호,물품,KDRT 구조팀 구조장비 구매,121000000,발주계획 입찰한도액; 계획 변경 가능,수의계약,,2025-09,0,,,,,,,0
15085055:47,47,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.271,0,,,,인도지원실,해당없음,0,2025년 현물지원용 비축물품(패밀리 텐트) 공급업체 선정,재난구호,물품,"패밀리 텐트 500동의 구매(제조) 및 포장, 지정 장소까지의 운송 및 공여마크 인쇄 등",326948500,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-08,0,,,,,,,0
15085055:48,48,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2023-00005,official_report_title_containment,0.990,0,,,,아프리카2팀,모로코,0,모로코 마라케시 친환경 전기버스 교통체계 구축사업 ITS 기자재(지주) 공급,환경및기타,물품,"ㅇ ITS 금속지주(VDS, CCTV, VMS 구조물) 제작 및 공급ㅇ구조물 설치 기술지원 및 운영관리 현지인력 교육 실시(전문가 현지 파견)",340659368,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,적격심사,2025-08,0,,,,,,,0
15085055:49,49,15085055,https://www.data.go.kr/data/15085055/fileData.do,,,,0.333,0,,,,동남아시아1팀,미얀마,0,미얀마 KOICA 건축사업 정밀안전점검 및 정밀안전진단 용역 입찰,기타,용역,소액수의 견적입찰로 미얀마 지진 피해 사업 2개에 대한 건축물 안전점검 및 진단(보수 보강 방안 제안) 용역,97830049,발주계획 입찰한도액; 계획 변경 가능,수의계약,,2025-08,0,,,,,,,0
15085055:50,50,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2025-00007,official_report_title_containment,0.990,0,,,,우간다사무소,우간다,1,"우간다 부소가지역 혈액수혈체계 강화사업(25·30/1,200만불)",보건의료,용역,우간다 부소가지역 혈액수혈체계 강화사업 PMC 용역,4063788796,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술평가),2025-09,0,,,,,,,0
15085055:51,51,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2022-00036,official_report_title_containment,0.990,1,L2023-00061-1;L2024-00069-1,,,에티오피아사무소,에티오피아,0,"에티오피아 가죽 및 가죽제품 경쟁력 강화 사업('22·'27/1,000만불) 가구 공급업체 선정",기타,용역,가구 21종 155개 품목,50177533,발주계획 입찰한도액; 계획 변경 가능,제한경쟁,적격심사,2025-10,0,,,,,,,0
15085055:52,52,15085055,https://www.data.go.kr/data/15085055/fileData.do,,2022-00036,official_report_title_containment,0.990,1,L2023-00061-1;L2024-00069-1,,,에티오피아사무소,에티오피아,0,"에티오피아 가죽 및 가죽제품 경쟁력 강화 사업('22·'27/1,000만불)",기타,용역,개발 및 생산 기자재 78종 162개 품목,4188580528,발주계획 입찰한도액; 계획 변경 가능,일반경쟁,협상에 의한 계약(기술가격종합평가),2025-10,0,,,,,,,0
