audit_no,dataset_id,project_no,bid_no,bid_base_no,package_id,notice_date,country_ko,stored_country_ko,title,stored_contract_type,scope_role,facility_type,work_type,notice_ceiling_usd,notice_ceiling_krw_raw,notice_ceiling_usd_raw,selected_area_m2,area_semantics,area_aggregation,area_confidence,area_source_file,area_source_locator,area_quote,area_candidates,selected_construction_cost_usd,amount_stage,amount_scope,tax_basis,contingency_note,amount_source_file,amount_source_locator,amount_quote,amount_confidence,record_cost_semantics,record_scope_status,same_scope_status,screening_unit_usd_m2,notice_ceiling_to_selected_gap_pct,realized_price_available,final_grade,compact_grade,verification_level,grade_detail,manual_note,legacy_reviewed_case,legacy_evidence_grade,legacy_cost_stage,legacy_grade_not_inherited,strict_attachment_review,unit_cost_allowed_use,direct_future_estimate_ready,sample_weight_notice,source_url,grade_system_version,audit_date,indexed_attachment_count,spreadsheet_count,boq_named_file_count,quantity_table_file_count,priced_table_file_count,scan_error_file_count,is_bid_base_representative,is_project_display_representative
150,2021-2025,2024-00015,L2025-00036-1,L2025-00036,2024-00015::L2025-00036,2025-05-30,캄보디아,캄보디아,캄보디아 당까오 후송병원 공공의료서비스 개선사업 병원신축 설계감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,병원,신축,500000.0,,"$ 500,000",3700.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00036-1/붙임2. 입찰서류 영문본 일체/Section 6 - Related Project Information of RFP.pdf,페이지 3,"3층, GFA 3,700㎡, Construction Cost USD 6.6 million.",3700:GFA;3700:GFA;3700:GFA;3700:GFA;4750:AMBIGUOUS_AREA;3700:AMBIGUOUS_AREA;3700:AMBIGUOUS_AREA;1900:AMBIGUOUS_AREA;5233:SITE_AREA;5233:SITE_AREA;5233:SITE_AREA;5233:SITE_AREA,6600000.0,DESIGN_ESTIMATE,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00036-1/붙임2. 입찰서류 영문본 일체/Section 6 - Related Project Information of RFP.pdf,페이지 3,"3층, GFA 3,700㎡, Construction Cost USD 6.6 million.",MANUAL_CURATED,SERVICE_FEE_OR_MIXED,NO_MATCH,MATCH_ATTACHMENT_CONSTRUCTION_BUDGET,1783.7837837837837,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,심층기획조사 결과 추정공사비,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00036&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,19,0,0,0,0,0,1,1
151,2021-2025,2020-00070,L2025-00038-1,L2025-00038,2020-00070::L2025-00038,2025-06-09,도미니카,도미니카,도미니카공화국 몬테 크리스티 직업훈련센터 (MVC) 감리사 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,94880.0,"\ 130,934,400","$ 94,880 (환율 : 1380)",936.2,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00038-1/MVC (긴급) 입찰 계획서(국문)_20250526.hwp,문단 84,ㅇ 연면적: 936.2㎡,936.2:GFA;936.2:GFA;840:AMBIGUOUS_AREA;2282.82:SITE_AREA;2282.82:SITE_AREA;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION;840:QUALIFICATION,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00038&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,9,0,0,0,0,0,1,0
152,2021-2025,2023-00087,L2025-00045-1,L2025-00045,2023-00087::L2025-00045,2025-06-15,이라크,이라크,“이라크 쿠르드 지역학교 내 난민통합교육 강화사업” 선도학교 및 교사연수센터 신축을 위한 설계 및 시공감리 업체 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,411000.0,"\ 575,400,000","$ 411,000 (환율 : 1400)",6000.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00045-1/붙임3. 입찰서류(영문) 일체/Section 2 - Bid Data Sheet (BDS).docx,표 5 행 3,"ist of the services for the construction of the project mentioned below: - New Construction of a Model School in Daratoo : Total Floor Area 6 , 000 M2. 42 class rooms . The Project site area is 27 , 500 M2 - New Construc",6000:GFA;750:GFA;6000:BUILDING_OR_CONSTRUCTION_AREA;750:BUILDING_OR_CONSTRUCTION_AREA;500:BUILDING_OR_CONSTRUCTION_AREA;27500:SITE_AREA;27500:SITE_AREA;5400:SITE_AREA;5400:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00045&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,21,0,0,0,0,0,0,0
153,2021-2025,2022-00598,L2025-00047-1,L2025-00047,2022-00598::L2025-00047,2025-06-21,파키스탄,파키스탄,파키스탄 국립섬유대학 산업용 섬유센터 설립사업 2차사업 공사,공사,WORKS,산업·직업훈련시설,미분류,1964270.0,,"$ 1,964,270",1980.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00014-1/Section 2-Bid Data Sheet.docx,표 4 행 7,"동일 사업 감리공고 연면적 1,980.00㎡; 상세페이지 집행한도 USD 1,964,270; 산출단가 USD 992/㎡.",1000:GFA;2554:GFA;1980:BUILDING_OR_CONSTRUCTION_AREA,1964270.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,다른 단계 공고 간 연결,L2025-00014-1/Section 2-Bid Data Sheet.docx,표 4 행 7,"동일 사업 감리공고 연면적 1,980.00㎡; 상세페이지 집행한도 USD 1,964,270; 산출단가 USD 992/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,992.0555555555555,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,B,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00047&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,27,1,1,1,0,0,1,1
154,2021-2025,2023-00067,L2025-00052-1,L2025-00052,2023-00067::L2025-00052,2025-07-04,코트디부아르,코트디부아르,코트디부아르 펠릭스 우푸에 부아니대학교 ICT 교육역량 강화 및 ICT 혁신센터 설립사업 PETROCI 건물 리모델링 공사,공사,WORKS,학교·교육시설,리모델링·개보수,1963286.0,"\ 2,709,334,680","$ 1,963,286 (환율 : 1380)",1500.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2024-00056-2/Section 4 - Request for Proposal_코트디_ver.1.2_수정.docx,표 1 행 4,"동일 사업 선행공고 연면적 1,500.00㎡; 상세페이지 집행한도 USD 1,963,286; 산출단가 USD 1,309/㎡.",1000:GFA;1500:GFA;1000:QUALIFICATION;1000:QUALIFICATION,1963286.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,다른 단계 공고 간 연결,L2024-00056-2/Section 4 - Request for Proposal_코트디_ver.1.2_수정.docx,표 1 행 4,"동일 사업 선행공고 연면적 1,500.00㎡; 상세페이지 집행한도 USD 1,963,286; 산출단가 USD 1,309/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1308.8573333333334,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,B,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00052&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,27,1,0,0,0,0,1,1
155,2021-2025,2020-00119,L2025-00070-1,L2025-00070,2020-00119::L2025-00070,2025-07-10,이라크,이라크,한-이라크 심장병 어린이 전문병원 신축공사,공사,WORKS,병원,신축,13292831.0,,"$ 13,292,831",5486.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00070-1/붙임3. 현지입찰 서류 및 계약서류(안)/IKHCC Section 2 - Bid Data Sheet (ITB) (English) revised final 250702.docx,표 2 행 7,"- Gross floor area | 5,486 m2",5486:GFA;2451:BUILDING_OR_CONSTRUCTION_AREA,13292831.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,2423.0461173897193,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00070&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,40,31,33,25,8,0,1,0
156,2021-2025,2022-00076,L2025-00051-1,L2025-00051,2022-00076::L2025-00051,2025-07-11,피지,피지,피지 국립재활센터 신축 공사,공사,WORKS,기타·미분류,리모델링·개보수,6767312.0,"\ 9,182,267,806","$ 6,767,312 (환율 : 1356.86)",2399.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00051-1/Section 2 - Bid Data Sheet (BDS).hwp,문단 64,"Internal Area 2,399㎡ + Ancillary facilities (refer to Drawings)",2399:GFA;13916:AMBIGUOUS_AREA,6767312.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,PARTIAL_SCOPE,PARTIAL_SCOPE,2820.888703626511,,NO,B,B,V3_ORIGINAL_MANUAL,피지 국립재활센터 공종별 blank BOQ,"Internal Area 2,399㎡ 외 부속시설 면적이 도면 참조로 미완성",0,,,,1,현지단가 결합 수량모델,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00051&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,14,1,1,1,0,0,0,0
157,2021-2025,2023-00008,L2025-00056-1,L2025-00056,2023-00008::L2025-00056,2025-08-01,캄보디아,캄보디아,캄보디아 직원훈련기관(TVET기관) ICT Lab 리모델링 설계·시공,공사,DESIGN_BUILD_WORKS,실험실·연구시설,리모델링·개보수,1343000.0,,"$ 1,343,000",,QUALIFICATION_OR_OTHER_PROJECT,NOT_APPLICABLE,MANUAL_REJECTED,L2025-00056-1/2-CACPM/2-CACPM/2.CACPM Company Profile.pdf,페이지 5,입찰업체 Company Profile의 타 사업 포트폴리오 면적,21586:AMBIGUOUS_AREA;848.44:AMBIGUOUS_AREA;682.39:AMBIGUOUS_AREA;366.88:AMBIGUOUS_AREA;210:AMBIGUOUS_AREA;132:AMBIGUOUS_AREA;48:AMBIGUOUS_AREA;31:AMBIGUOUS_AREA;21.36:AMBIGUOUS_AREA;19.5:WORK_ITEM_AREA,1343000.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,NO_MATCH,NO_MATCH,,,NO,U,U,V3_SCOPE_REVIEW,공사 후보이나 유효 GFA 또는 같은 범위 금액이 없음,입찰업체 Company Profile의 타 사업 포트폴리오 면적,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00056&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,25,0,0,0,0,0,1,1
158,2021-2025,2021-00042,L2025-00062-1,L2025-00062,2021-00042::L2025-00062,2025-08-06,우간다,우간다,우간다 농업지도자 연수원 자립적 운영체계구축 및 연수역량 강화사업 시범농장 신축 공사,공사,WORKS,농업시설,신축,1123590.0,"\ 1,550,554,200","$ 1,123,590 (환율 : 1380)",2378.8,FACILITY_OR_CAMPUS_AREA,SUM_OR_MULTI,MANUAL_CURATED,L2025-00062-1/1-2. 입찰공고문(영문)_시범농장 신축.docx,표 4 행 8,"동별 면적 합계 2,378.80㎡; 상세페이지 집행한도 USD 1,123,590; 산출단가 USD 472/㎡.",2378.8:AMBIGUOUS_AREA,1123590.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,관개·외부공사 포함 패키지,L2025-00062-1/1-2. 입찰공고문(영문)_시범농장 신축.docx,표 4 행 8,"동별 면적 합계 2,378.80㎡; 상세페이지 집행한도 USD 1,123,590; 산출단가 USD 472/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,472.33479065074823,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,C,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00062&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,17,0,0,0,0,0,1,1
159,2021-2025,2023-00087,L2025-00045-2,L2025-00045,2023-00087::L2025-00045,2025-08-28,이라크,이라크,“이라크 쿠르드 지역학교 내 난민통합교육 강화사업” 선도학교 및 교사연수센터 신축을 위한 설계 및 시공감리 업체 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,411000.0,"\ 575,400,000","$ 411,000 (환율 : 1400)",6000.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00045-2/붙임3. 영문 입찰서류(양식 등 포함)/Section 2 - Bid Data Sheet (BDS)_v2_250827(└╧┴ñ╝÷┴ñ).docx,표 5 행 3,"ist of the services for the construction of the project mentioned below: - New Construction of a Model School in Daratoo : Total Floor Area 6 , 000 M2. 42 class rooms . The Project site area is 27 , 500 M2 - New Construc",6000:GFA;750:GFA;6000:BUILDING_OR_CONSTRUCTION_AREA;750:BUILDING_OR_CONSTRUCTION_AREA;500:BUILDING_OR_CONSTRUCTION_AREA;27500:SITE_AREA;27500:SITE_AREA;5400:SITE_AREA;5400:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00045&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,15,0,0,0,0,0,1,1
160,2021-2025,2020-00119,L2025-00071-1,L2025-00071,2020-00119::L2025-00071,2025-09-08,이라크,이라크,한-이라크 심장병 어린이 전문병원 신축공사(재공고),공사,WORKS,병원,신축,13292831.0,,"$ 13,292,831",5486.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00071-1/붙임2. 현지입찰(재공고입찰) 서류 및 계약서류(안)/IKHCC Section 2 - Bid Data Sheet (ITB) (English) 250903_final.docx,표 2 행 7,"총연면적 5,486.00㎡; 상세페이지 집행한도 USD 13,292,831; 산출단가 USD 2,423/㎡.",5486:GFA;2451:BUILDING_OR_CONSTRUCTION_AREA,13292831.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00071-1/붙임2. 현지입찰(재공고입찰) 서류 및 계약서류(안)/IKHCC Section 2 - Bid Data Sheet (ITB) (English) 250903_final.docx,표 2 행 7,"총연면적 5,486.00㎡; 상세페이지 집행한도 USD 13,292,831; 산출단가 USD 2,423/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,2423.0461173897193,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00071&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,39,30,32,24,13,0,1,0
161,2021-2025,2022-00027,L2025-00073-1,L2025-00073,2022-00027::L2025-00073,2025-09-08,캄보디아,캄보디아,캄보디아 국립어린이병원 내과계 병동건립 및 의료인력역량 강화사업 내과계 병동 신축공사 시공사 선정 입찰,공사,WORKS,병원,신축,11277000.0,,"$ 11,277,000",9053.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00073-1/(붙임1) 입찰공고문(국문).pdf,페이지 5,"총연면적 9,053.00㎡; 상세페이지 집행한도 USD 11,277,000; 산출단가 USD 1,246/㎡.",9053:GFA;6000:GFA;9053:GFA;6000:GFA,11277000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00073-1/(붙임1) 입찰공고문(국문).pdf,페이지 5,"총연면적 9,053.00㎡; 상세페이지 집행한도 USD 11,277,000; 산출단가 USD 1,246/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1245.664420634044,,NO,B,B,V3_ORIGINAL_MANUAL,국립소아병원 공종별 blank BOQ,,1,A,공사 입찰 집행한도,YES,1,현지단가 결합 수량모델,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00073&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,9,1,1,1,0,0,1,1
162,2021-2025,2022-00076,L2025-00051-2,L2025-00051,2022-00076::L2025-00051,2025-09-12,피지,피지,피지 국립재활센터 신축 공사,공사,WORKS,기타·미분류,리모델링·개보수,6767312.0,"\ 9,182,267,806","$ 6,767,312 (환율 : 1356.86)",2686.4,GFA,SUM_OR_MULTI,MANUAL_CURATED,L2023-00038-1/2. 현지입찰 첨부문서 묶음/Addendum_No.1_Scope_of_the_services.docx,표 1 행 3,"상세 공간계획 합계 2,686.40㎡; 상세페이지 집행한도 USD 6,767,312; 산출단가 USD 2,519/㎡.",2399:GFA;2399:GFA;13916:AMBIGUOUS_AREA;13916:AMBIGUOUS_AREA,6767312.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,동일 사업 설계단계 사례와 중복,L2023-00038-1/2. 현지입찰 첨부문서 묶음/Addendum_No.1_Scope_of_the_services.docx,표 1 행 3,"상세 공간계획 합계 2,686.40㎡; 상세페이지 집행한도 USD 6,767,312; 산출단가 USD 2,519/㎡.",MANUAL_CURATED,WORKS_CEILING,PARTIAL_SCOPE,PARTIAL_SCOPE,2519.1006551518763,,NO,B,B,V3_ORIGINAL_MANUAL,재공고의 동일 피지 blank BOQ; 한 표본으로 처리,"Internal Area 2,399㎡ 외 부속시설 면적이 도면 참조로 미완성",1,A,공사 입찰 집행한도,YES,1,현지단가 결합 수량모델,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00051&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,16,2,1,1,0,0,1,1
163,2021-2025,2022-00069,L2025-00075-1,L2025-00075,2022-00069::L2025-00075,2025-09-13,필리핀,필리핀,(긴급) 필리핀 기마라스주 해수양식센터 건립 설계 용역업체 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,신축,153695.0,,"$ 153,695",8722.56,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00075-1/Section 2 - Bid Data Sheet (BDS)_20250913_fin.docx,표 4 행 3," DWGs) - CD (Construction DWGs) Work No2. Size of the Project - Total Floor Area: 2,040 ㎡ , a building of 3-storey - Total Pilot Pond Area: 8,722.56 ㎡ , Internal Dikes Work No3. Output - DWGs (Soft Copy & 5 sets Hard Cop",8722.56:GFA;8722.56:GFA;8722.56:GFA;2040:GFA;2040:GFA;2040:GFA;2024:GFA;2040:GFA;8722.56:BUILDING_OR_CONSTRUCTION_AREA;8722.56:BUILDING_OR_CONSTRUCTION_AREA;8722.56:BUILDING_OR_CONSTRUCTION_AREA;8722.56:BUILDING_OR_CONSTRUCTION_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00075&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,14,0,0,0,0,0,1,0
164,2021-2025,2023-00004,L2025-00078-1,L2025-00078,2023-00004::L2025-00078,2025-09-26,볼리비아,볼리비아,볼리비아 엘알또 모성보건센터 신축/증축/보수 공사 설계사 선정,용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,리모델링·개보수,196500.0,,"$ 196,500",1600.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00078-1/1. 국문 입찰계획서.hwp,문단 14·16·80,"두 시설 연면적 1,080㎡와 520㎡, 추정 건축공사비 USD 3,226,604.",1080:GFA;1080:GFA;520:GFA;520:GFA;1866.97:SITE_AREA;1866.97:SITE_AREA;1799.45:SITE_AREA;1799.45:SITE_AREA,3226604.0,DESIGN_ESTIMATE,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,공사비가 두 시설 합계라는 해석에 기반하므로 원문 재확인 필요.,L2025-00078-1/1. 국문 입찰계획서.hwp,문단 14·16·80,"두 시설 연면적 1,080㎡와 520㎡, 추정 건축공사비 USD 3,226,604.",MANUAL_CURATED,SERVICE_FEE_OR_MIXED,NO_MATCH,PARTIAL_ATTACHMENT_CONSTRUCTION_BUDGET,2016.6275,,NO,C-부분,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,B,예비조사 추정 건축공사비,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00078&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,3,0,0,0,0,0,1,1
165,2021-2025,2022-00064,L2025-00084-1,L2025-00084,2022-00064::L2025-00084,2025-09-29,우간다,우간다,우간다 마케레레 대학 원격교육 조성사업 신축 공사,공사,WORKS,학교·교육시설,신축,4383000.0,,"$ 4,383,000",4040.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2025-00084-1/Section 2 - Bid Data Sheet (EN)_vr8.docx,표 4 행 9,"총연면적 4,040.00㎡; 상세페이지 집행한도 USD 4,383,000; 산출단가 USD 1,085/㎡.",4040:GFA;924:GFA;887:GFA;706:GFA;313:GFA;690:AMBIGUOUS_AREA;520:AMBIGUOUS_AREA,4383000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2025-00084-1/Section 2 - Bid Data Sheet (EN)_vr8.docx,표 4 행 9,"총연면적 4,040.00㎡; 상세페이지 집행한도 USD 4,383,000; 산출단가 USD 1,085/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,1084.90099009901,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00084&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
166,2021-2025,2020-00119,L2025-00085-1,L2025-00085,2020-00119::L2025-00085,2025-10-06,이라크,이라크,(긴급) 한-이라크 심장병 어린이 전문 병원 신축공사(신규입찰),공사,WORKS,병원,신축,13292831.0,,"$ 13,292,831",5486.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 2 - Bid Data Sheet (ITB) (English) 250930 final★.docx,표 2 행 7,"- Gross floor area | 5,486 m2",5486:GFA;2451:BUILDING_OR_CONSTRUCTION_AREA;9162:AMBIGUOUS_AREA;5486:AMBIGUOUS_AREA;2451:AMBIGUOUS_AREA,13292831.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,2423.0461173897193,,NO,A-부분,A,V3_ORIGINAL_MANUAL,건축 Bill No.01만 숨김 설계단가와 결합; 타 공종 제외,,0,,,,1,검증된 부분 Bill만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2025-00085&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,40,30,32,24,13,0,1,1
