project_key,bid_no,bid_contract_type,bid_title,construction_bid_cost_relevant,source_file,extension,bytes,sha256,duplicate_scan_reused,boq_filename_candidate,blank_or_unpriced_filename,scan_error,table_count,quantity_rows_max,priced_rows_max,strong_priced_table,best_sheet,best_sheet_state,best_header_row,best_priced_ratio,table_signals_json
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Attachment 4. RFP.doc,.doc,246784,c66b71289827664094f1031299760c4de6ddcccd7d773e6e0c7829e4c7a4628f,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 1. Letter of Interest.docx,.docx,16446,3647d92930b5bcf6ad730c1c615b2093994acc2dcded8aa8e945baaf85dcdf50,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 7. Form of Security(Bid_Performance_Maintenance).docx,.docx,26527,4cb868434d0c7828acc2cb352d6671b8828f3db93ce66900af3294223dac7727,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Attachment 7. Conditions of Contract(GCC SCC).rtf,.rtf,223497,32c252014e321a543cb8a49ce0fa40ee1fac01ce68a0de3444e2c1d50655a0b0,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 6. Form of Price Proposal.doc,.doc,57856,16cea52c1391befb24bd11db230867821c9f0afef4c9f8fb9cb3cbcb90ce0816,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 2. Certified Copy Confirmation.docx,.docx,13078,bbd29b9c08746ae98f17feeac754a52674209f58aa57707159943250cecac26c,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 11._Summary of Price Proposal for Design and Supervision.doc,.doc,98816,5bc64936528c9fc99724bc181289e5f2de02c49c1595a7a01d2f3ac1aba02104,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 4.. Contract Agreement for Design and Construction Supervision).docx,.docx,22838,bb59a6f56dcb4a121fc00ee27cf000fcf4eca371ffc052e756c9d909b90aaaf6,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 10. Bid Data Sheet_.docx,.docx,31040,2307b2561cc96f6c1b655f503a6ee21f254db549ad8186449f69f88c1f93ba83,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2022-00003-1,용역,우즈베키스탄 우르겐치 직업훈련원 및 직업훈련제도 역량공고화 지원사업 설계 및 감리업체 선정,0,L2022-00003-1/KOICA URGENCH BID DOCUMENTS-FINAL(FINAL)/Form 5. Form of Technical Proposal.doc,.doc,188928,e419a757f6c3b4c42723103d9c964cc7ee8e5bc638bd25d566543f984e37abf1,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정.zip,.zip,748783,9c6231eb964d853525c828d237ef8bece342862db5927cf2582222546c10e464,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임1_우르겐치_시공사선정_입찰공고문_20230228최종수정본.docx,.docx,32485,5f09465780bdb3a49165c57f24f0d3271d8b4711dc919b9de4f18a4fd54e301d,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 1 - Instructions to Bidders (ITB)1.rtf,.rtf,251864,f8885a4797d0a2182c4cd0571a6faad21c1b581806209ddd4bd9d1384687109d,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 8 - Special Conditions of Contract1.docx,.docx,69223,6de5f2180390118e7b5138d209b7b12bf95f6827d83f5eb79a8d1f79188618f9,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 7 - General Conditions of Contract1.docx,.docx,214851,a9a161802bfdaaf81c95f1a7d74463872435d83743d1f4883d7545b8ead1a8b7,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 9 - Contract Forms1.docx,.docx,37844,a472fdbbbae0a21a474220a2c95f012480d339abd0a444a49d9eaa7cd42f4385,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Bid Document cover page1.doc,.doc,52736,68431834ba1a2f9826d5e83e012c00ca646fe9cbd4fa0181c45ef73760d33b2a,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Pre_Bid_Meeting_Document_PPT.pptx,.pptx,109472,57bccbce1d66981fa984117f1ba48dee30aba76ccd4591e09dab89dc97b4750a,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 2 - Bid Data Sheet (BDS).rtf,.rtf,531041,a72b54a0bf6defe18a3d241497dcb0455c61a9618a87c8a0efeb04b537516eb8,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 4_5_6 - Requirements1.docx,.docx,37440,c4e2ab973549838d11f6fd21e48d07f828f0a26025a614288cc148f9d61456f7,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Section 3 - Bidding Forms.doc,.doc,223744,6f1960ced91ba78ccf5ddf8281f77fd4917900c9daeb240f479f9d792eda94c9,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00007-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00007-1/붙임2_우르겐치_시공_입찰공고_첨부서류_모음_수정/Invitation_for_Bids_Bid_Announcement1.docx,.docx,190543,469dc96d583e417e50fd33867a72326dbdd6d7235450fcfb40e032a1e3355ca3,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717.zip,.zip,17241640,41f6927524f70aab2ee8ae93843081ed8112eebcf59de947e108bf215b3eee04,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced).zip,.zip,13052503,99a055acc422a26b58aeb64cff198b7e527518a20cc52f0be4eb5bc26fb3afca,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 1 - Instructions to Bidders (ITB)1.rtf,.rtf,245002,390bbd7576bb3a941037f3e4e3eabc77cbdfb0d67d5e5fa5d6091b723e7b85e2,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Urgench_VTC_Bid Annoncement(The Daily Korean News for Korean Residents).docx,.docx,33056,6619ca3a1567ec13ad25e4014a16ca13cb920128da88bd3b0db070d468dfa169,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 8 - Special Conditions of Contract1.docx,.docx,69496,760b4346ea2afda3ae9c1b46fb4822a0caacb128562e96122d5edeb8397ac261,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 7 - General Conditions of Contract1.docx,.docx,217233,e75b96a17c6f376efb50a21eb18b9d8370971008633ca1ebbc82da6fdc811362,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 9 - Contract Forms1.docx,.docx,38156,db9a1ebf8dcc45bc51acbd9a0497d1864d3efaf6e56d715838970cc5c1e337c8,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Bid Document cover page.doc,.doc,52224,b5396fa96a9ac37efc9f302eaa5625bbdb33206fce6dce412fce915f40bd6740,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 6. Specification(SNIF_ GOST_ Bid Explaination ).pptx,.pptx,3528725,8c04057c6fe9d5df9fd5a197ab1a4612b4e7051a530b11edb88c0c73d960c258,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 2 - Bid Data Sheet (BDS).rtf,.rtf,564273,8171ccf66d166474e70a7de0c281f7299cf63528495e23733a0742e245286485,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4_5_6 - Requirements1.docx,.docx,35598,8ac3a3512581869d6c2ceab54a934d9abc32035f917b7b8764b101daaeb84341,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 3 - Bidding Forms.doc,.doc,219648,6acb9c2edc1f485f83db0b9aa713834d2206474f2ec2356c35005512c2e6bdf9,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Invitation_for_Bids_Bid_Announcement1.docx,.docx,190534,488875c770d7abe18eef3625558238bb9f7139e3e3e328452fba3f1696f19140,0,0,0,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/Estimate Detailed Conditions)(VTC+TTC)_Final_.docx,.docx,80256,85e95a0b24220bc384b973a8b80ddf9f69be2a1263001b8c8ae3065ad7d3c962,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707.zip,.zip,6277094,bb0bb341fea9c97c5d1f6886bfc0e8d81bef7ec0a0005c4732279204d73f6f30,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/Section 4. Bill of Quantity(Not-Priced) Summary.xls,.xls,76800,037a7d1fe991db0c65622821b70b45e6af52d1e48416557c86b53041692045d7,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707/1.3.3. Urgench CM_Comments_Mech_VTC_and_TTC_Main_ENG_20230707.xlsx.docx,.docx,16615,29ae17bcfb236300ba73df96caa054ed9ce989b8ba57084acd00b934eb9595a3,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707/1.4. Urgench CM_Comments_PMC_VTC_and_TTC_ENG_20230707.xlsx,.xlsx,18240,6267ba3be03e15ebb107a67e18bd725ae8b33e8b48c5827fa075966fde925d4a,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707/1.3.1. Urgench CM Comments(Mech) VTC_20230704_R3.xlsx,.xlsx,6188237,3748d4f009cd54f2282e881d0536c882181a3e457e4d641bd2f93b9ae5b7fc3b,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707/1.1.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230505.xlsx,.xlsx,26633,08702e1b68ae13cb4ea31105eb2d1413073365045e5def30a2c799ad087aa8e7,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707/1.3.2. Urgench CM Comments(Mech)_Tashkent_TTC_Drawings_20230704.xlsx,.xlsx,788369,d6dcc478819c73e452f13add3e10ce964f21104cb779fc3b9992106eb0026c87,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/.Urgench_CM_Comments_Arch_VTC_and_TTC_ENG_20230707/1.2. Urgench CM Comments(Elec)_VTC+TTC-(ENG)__20230707.xlsx,.xlsx,18391,97cbb7c5606fd8e13d33953e0c4258dc32df19871ad462ac80d3d9ab0de4ebe3,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/Total Table(VTC+TTC o).xls,.xls,46592,2b31964c93f2361fea7c845e3bb14da51759b044460b06d74d5174fc81a876a8,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/TTC견적서/Estimate Manual(VTC+TTC).docx,.docx,61925,45d6dcb2d563481212a18017b78a268e453685bae9d504e1f74e23b5679e21b1,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/TTC견적서/Total Table(TTC o).xls,.xls,46080,28d446c09dedabb50892b509edb8f58f15a29925ca0afbc015ed89632a9de30e,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/Estimate Manual(VTC+TTC).docx,.docx,61925,45d6dcb2d563481212a18017b78a268e453685bae9d504e1f74e23b5679e21b1,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/Total Table(VTC o).xls,.xls,53248,95215ae6e2ec160e32c5a08207e13a9f849e9f0f7420e9315a16d201c6b36283,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/9 ТП(Transformers)/СВОДКА ТП o.xls,.xls,37376,facd6690ec26530b590132959b7d4a075ba1994b5106b4bcde8fc118b849ef8c,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/9 ТП(Transformers)/Титул  ТОМ XI.doc,.doc,31232,562b75d717c841e3583929c3dc728976da62eae357252f326b5e55a04f1d196c,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/5 МИНИКУХНЯ(Mini Cafe)/СВОДКА МИНИ-КУХНЯ o.xls,.xls,40448,8f914360b8e4f1fc5d8468deaf2b61af743e6873fa2b694c0fb7dbcc7a4bed51,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/5 МИНИКУХНЯ(Mini Cafe)/Титул  ТОМ VI.doc,.doc,31232,5d3df82f7fc981a9739b9b7c058a93fee78c22081ac1c704fbb85f9f85a42c87,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/1 АДМИН ЗДАНИЕ(Admin. Build)/СВОДКА АДМИН ЗДАНИЕ o.xls,.xls,43008,239cf320377a69c6514a677d854e57982e433342b7a55f43a6b4565f1d6e2655,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/1 АДМИН ЗДАНИЕ(Admin. Build)/Титул  ТОМ II.doc,.doc,30720,835c98ce909b2e964c2710e36061eb15d37eb1fc6a1e589b4eb01f7a428e6ab1,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/2 УПК(Practice and Education Building)/СВОДКА УНП o.xls,.xls,41984,4e9e4173d9aaf338992fc1a73bdba899f9b1309cc10a476fa73a616edd0c77fa,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/2 УПК(Practice and Education Building)/Титул  ТОМ III.doc,.doc,31232,f8ec15c11cbb553ae2762ca699a90e16cd13aa1ef2cbd491e594fed4da383a69,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/6 КПП(Guard House+Fence & Gate)/СВОДКА КПП o.xls,.xls,39936,d27c5152b98d05c4e041485209c2097fc8c59879eaa9b7191d41891200560736,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/6 КПП(Guard House+Fence & Gate)/Титул  ТОМ VII.doc,.doc,31232,d3a2878206d1a5ed18bf735bd8e0e29bcf39f0f7e7908670880919bce45c4d64,0,1,1,,0,0,0,0,,,,0.0,[]
2020-00086,L2023-00036-1,공사,우즈베키스탄 우르겐치 직업훈련원 건립 및 타슈켄트 교사연수센터 건립사업 시공업체선정 현지입찰,1,L2023-00036-1/붙임3_입찰관련서류_검토완_0717/Section 4.  Bill of Quantities(Not-Priced)/공내역서/VTC견적서/0 ГП(Site Plan & Landscape+Outdoor Infra)/Титул  ГП.doc,.doc,31232,668b31d75f72b7e552805f9881eb1194815e756808fbb34626fafe827afacac8,0,1,1,,0,0,0,0,,,,0.0,[]
